score_hint,journal,tier,domain,published,title,biz_hits,doi,url
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,"Zero-shot generalization in inventory management: Train, then Estimate and Decide",inventory,10.1016/j.ejor.2025.12.033,https://doi.org/10.1016/j.ejor.2025.12.033
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,The peril of distribution channel integration with environmental quality under supply chain competition,supply chain,10.1016/j.ejor.2025.12.009,https://doi.org/10.1016/j.ejor.2025.12.009
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,A joint scheduling approach for production and material handling under customized manufacturing paradigm,app,10.1016/j.ejor.2026.01.022,https://doi.org/10.1016/j.ejor.2026.01.022
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,"Full calibration, fast simulation, and exotic options pricing under the Ornstein–Uhlenbeck driven stochastic volatility model",pricing,10.1016/j.ejor.2026.08.010,https://doi.org/10.1016/j.ejor.2026.08.010
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,A hybrid multi-layered ensemble model based on heterogeneous information network for small and medium-sized enterprise default prediction,heterogeneous,10.1016/j.ejor.2025.11.028,https://doi.org/10.1016/j.ejor.2025.11.028
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,A novel dynamic programming approach for minimum fleet size in electric bus transit lines,app,10.1016/j.ejor.2026.08.018,https://doi.org/10.1016/j.ejor.2026.08.018
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Resource-dependent process times in hybrid flexible flowshops: A Constraint Programming-oriented decomposition approach,app,10.1016/j.ejor.2026.07.015,https://doi.org/10.1016/j.ejor.2026.07.015
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,An evolutionary reinforcement learning framework for joint work package sizing and scheduling with uncertainties,reinforcement learning,10.1016/j.ejor.2026.01.023,https://doi.org/10.1016/j.ejor.2026.01.023
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Information sharing and product co-creation on crowdsourcing platform,platform,10.1016/j.ejor.2025.11.009,https://doi.org/10.1016/j.ejor.2025.11.009
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Order consolidation in warehouses with compact 3D sorter modules,warehouse,10.1016/j.ejor.2025.12.015,https://doi.org/10.1016/j.ejor.2025.12.015
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Optimal information system security investment: A control-theoretic approach to balancing continuous maintenance and periodic upgrades,app,10.1016/j.ejor.2025.10.027,https://doi.org/10.1016/j.ejor.2025.10.027
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,An exact branch-price-and-cut algorithm for integrated waste collection system: Elementary shortest path and hop constraint Steiner Tree Problems,price,10.1016/j.ejor.2026.07.027,https://doi.org/10.1016/j.ejor.2026.07.027
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Large neighborhood search for the two-dimensional irregular bin packing problem,search,10.1016/j.ejor.2026.06.039,https://doi.org/10.1016/j.ejor.2026.06.039
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,A unifying approach to shift design and rotating workforce scheduling,app,10.1016/j.ejor.2026.06.037,https://doi.org/10.1016/j.ejor.2026.06.037
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Delivery-time benchmark design in food delivery platforms,platform,10.1016/j.ejor.2026.06.036,https://doi.org/10.1016/j.ejor.2026.06.036
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,A Tetris Beam Search algorithm for the distributor’s pallet loading problem,search,10.1016/j.ejor.2025.11.037,https://doi.org/10.1016/j.ejor.2025.11.037
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Tolerance analysis in linear programming: Searching for lower and upper bounds,search,10.1016/j.ejor.2026.07.048,https://doi.org/10.1016/j.ejor.2026.07.048
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,A weighted uncertainty measure-based surrogate-assisted evolutionary algorithm for expensive many-objective optimization and application to flue gas desulfurization processes,app,10.1016/j.ejor.2025.11.001,https://doi.org/10.1016/j.ejor.2025.11.001
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,A branch and price algorithm for scheduling in surgery pre-admission testing clinics,price,10.1016/j.ejor.2025.12.021,https://doi.org/10.1016/j.ejor.2025.12.021
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Measuring firm-level and sectoral marginal abatement costs: A dual-programming by-production approach,app,10.1016/j.ejor.2026.07.011,https://doi.org/10.1016/j.ejor.2026.07.011
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Cascading disruptions in multi-factory supply chains: Stability-constrained distributionally robust planning,supply chain,10.1016/j.ejor.2026.07.022,https://doi.org/10.1016/j.ejor.2026.07.022
1,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Virtual projection bias in two-stage network data envelopment analysis: A unified non-radial approach for efficiency decomposition,app,10.1016/j.ejor.2026.07.021,https://doi.org/10.1016/j.ejor.2026.07.021
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Dual Graph Network Hashing for Cross-Modal Retrieval,retrieval,10.1109/tkde.2026.3710651,https://doi.org/10.1109/tkde.2026.3710651
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,A Unified Framework With Capped Tensor Norm Minimization for Multiview Subspace Learning,app,10.1109/tkde.2026.3694749,https://doi.org/10.1109/tkde.2026.3694749
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,CoNR-Miner: Self-Adaptive Co-Occurrence Nonoverlapping Sequential Rule Mining,app,10.1109/tkde.2026.3705564,https://doi.org/10.1109/tkde.2026.3705564
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Sparse Traffic Accident Risk Forecasting With Spatial-Temporal Knowledge Graphs,forecast,10.1109/tkde.2026.3706345,https://doi.org/10.1109/tkde.2026.3706345
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Adaptive Graph Convolution With Diffusion Models for Multimodal Recommendation,recommend,10.1109/tkde.2026.3706381,https://doi.org/10.1109/tkde.2026.3706381
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Pretrained Model Recommendation for Downstream Fine-Tuning,recommend,10.1109/tkde.2026.3701263,https://doi.org/10.1109/tkde.2026.3701263
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,MERA: A Green Edge Resource Control System With Privacy-Preservation via Mean-Field Reinforcement Learning,reinforcement learning,10.1109/tkde.2026.3705464,https://doi.org/10.1109/tkde.2026.3705464
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,MADGCN: A Meteorology-Aware Spatio-Temporal Graph Convolution Network for Long-Term Air Pollution Forecasting,forecast,10.1109/tkde.2026.3692204,https://doi.org/10.1109/tkde.2026.3692204
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Order-Based Causal Discovery for Multistage Processes,causal,10.1109/tkde.2026.3710776,https://doi.org/10.1109/tkde.2026.3710776
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Toward Personalized Differentially Private Learning for Decentralized Local Graphs,personaliz,10.1109/tkde.2026.3710808,https://doi.org/10.1109/tkde.2026.3710808
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Performance Optimization Strategies for Data Transmission From Edge to Cloud: A Review,review,10.1109/tkde.2026.3692662,https://doi.org/10.1109/tkde.2026.3692662
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Incorporating Realistic Margin Constraints: A Data-Driven Deep Reinforcement Learning Framework for Advanced Portfolio Management,reinforcement learning,10.1109/tkde.2026.3701681,https://doi.org/10.1109/tkde.2026.3701681
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Versatile Sketch-Based Attribute Filtering for Hybrid Vector Search,search,10.1109/tkde.2026.3709125,https://doi.org/10.1109/tkde.2026.3709125
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,The Other Side of the Coin: Exploring Fairness in Retrieval-Augmented Generation,retrieval,10.1109/tkde.2026.3704753,https://doi.org/10.1109/tkde.2026.3704753
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Self-Supervised Similar Community Search Based on Graph Matching Network,search,10.1109/tkde.2026.3707934,https://doi.org/10.1109/tkde.2026.3707934
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Think Before Recommend: Unleashing the Latent Reasoning Power for Sequential Recommendation,recommend,10.1109/tkde.2026.3694421,https://doi.org/10.1109/tkde.2026.3694421
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Mining Congestion Propagation Patterns in Urban Road Networks: A Reinforcement Learning Method,reinforcement learning,10.1109/tkde.2026.3698929,https://doi.org/10.1109/tkde.2026.3698929
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Hyperbolic Dual-Attentive Evolution of Heterogeneous Deep Hierarchy for Temporal Knowledge Graph Reasoning,heterogeneous,10.1109/tkde.2026.3694589,https://doi.org/10.1109/tkde.2026.3694589
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Knowledge Graph-Based Debiasing for Trustworthy Recommendation Systems,recommend,10.1109/tkde.2026.3702349,https://doi.org/10.1109/tkde.2026.3702349
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Amplitude–Phase Reconstruction for Non-Stationary Time-Series Forecasting,forecast,10.1109/tkde.2026.3701273,https://doi.org/10.1109/tkde.2026.3701273
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Deep Fuzzy C-Means Clustering in a Federated Model Heterogeneous Scenario,heterogeneous,10.1109/tkde.2026.3676129,https://doi.org/10.1109/tkde.2026.3676129
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,TSNN: A Non-Parametric and Interpretable Framework for Traffic Time Series Forecasting,forecast,10.1109/tkde.2026.3692602,https://doi.org/10.1109/tkde.2026.3692602
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Approximating Optimal Soft Repairs for Denial Constraints,app,10.1109/tkde.2026.3689023,https://doi.org/10.1109/tkde.2026.3689023
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Efficient Task Planning for Complex Orders in Robotized Warehouses,warehouse,10.1109/tkde.2026.3697003,https://doi.org/10.1109/tkde.2026.3697003
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Toward Data-Centric Machine Learning on Directed Graphs: A Survey,machine learning,10.1109/tkde.2026.3691755,https://doi.org/10.1109/tkde.2026.3691755
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Caf4AVC: LLM-Enhanced Collaborative Framework for Attribute Value Canonicalization in Open KBs,llm,10.1109/tkde.2026.3702048,https://doi.org/10.1109/tkde.2026.3702048
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Data Augmentation for Sequential Recommendation: A Survey,recommend,10.1109/tkde.2026.3692969,https://doi.org/10.1109/tkde.2026.3692969
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,SAPP: Achieving Semantic-Aware Differential Privacy for Spatiotemporal Trajectory Data Publishing,app,10.1109/tkde.2026.3699376,https://doi.org/10.1109/tkde.2026.3699376
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Enhancing Active Learning for Class Imbalance With an Incrementally Weighted Approach,app,10.1109/tkde.2026.3691202,https://doi.org/10.1109/tkde.2026.3691202
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Survey of Active Learning Hyperparameters: Insights From a Large-Scale Experimental Grid,experiment,10.1109/tkde.2026.3676662,https://doi.org/10.1109/tkde.2026.3676662
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Beyond Predefined Clusters: A Comprehensive Review of Clustering Methods for Unknown Numbers of Clusters,review,10.1109/tkde.2026.3680286,https://doi.org/10.1109/tkde.2026.3680286
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,"Mining Triangle-Dense Subgraphs of a Fixed Size: Hardness, Lovász Extension and Applications",app,10.1109/tkde.2024.3444608,https://doi.org/10.1109/tkde.2024.3444608
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Cog-RMH: Cognition-Based Recalling Multiview History for Event Forecasting in Temporal Knowledge Graph,forecast,10.1109/tkde.2026.3689542,https://doi.org/10.1109/tkde.2026.3689542
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,CACE: A Framework for Generating Counterfactual Explanations Aligned With Causal Structure via Jointly Learned Conditional Distributions,causal,10.1109/tkde.2026.3689207,https://doi.org/10.1109/tkde.2026.3689207
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Self-Knowledge Distillation and Its Application: A Survey,app,10.1109/tkde.2026.3675811,https://doi.org/10.1109/tkde.2026.3675811
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,KICGPTv2: Large Language Model With Knowledge in Context for Knowledge Graph Completion,large language model,10.1109/tkde.2026.3674507,https://doi.org/10.1109/tkde.2026.3674507
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,SAFA: Sequential Recommendation With Adaptive Sparse Attention and Frequency-Aware Encoding,recommend,10.1109/tkde.2026.3686613,https://doi.org/10.1109/tkde.2026.3686613
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Enhancing Large Language Models Reasoning via Multi-Path Optimization on Knowledge Graph,large language model,10.1109/tkde.2026.3682046,https://doi.org/10.1109/tkde.2026.3682046
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,"LLMOps in Action: A Framework for Designing, Deploying, and Governing Advanced Chatbots",llm,10.1109/tkde.2026.3682862,https://doi.org/10.1109/tkde.2026.3682862
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Scalable Network Embedding With Approximate Equitable Partitions,app,10.1109/tkde.2026.3682970,https://doi.org/10.1109/tkde.2026.3682970
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,MTRM: Multi-Granularity Trend-Aware Retrieval and Modeling for Temporal Knowledge Graph Extrapolation,retrieval,10.1109/tkde.2026.3684753,https://doi.org/10.1109/tkde.2026.3684753
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Intra-Group Individual Item Fairness-Aware Recommendation,recommend,10.1109/tkde.2026.3683437,https://doi.org/10.1109/tkde.2026.3683437
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Ensemble Graph Neural Networks With Individual Decision Feedback for Graph Classification,graph neural,10.1109/tkde.2026.3691148,https://doi.org/10.1109/tkde.2026.3691148
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Graph Neural Networks for Graphs With Heterophily: A Survey,graph neural,10.1109/tkde.2026.3680353,https://doi.org/10.1109/tkde.2026.3680353
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Sharpness-Aware Poisoning: Enhancing Transferability of Injective Attacks on Recommender Systems,recommend,10.1109/tkde.2026.3682785,https://doi.org/10.1109/tkde.2026.3682785
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Toward Zero-Shot Multi-Label Identification of Attack Techniques: Enhancing LLM Reasoning With Semantic Evidence Discovery,llm,10.1109/tkde.2026.3682468,https://doi.org/10.1109/tkde.2026.3682468
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Self-Supervised Aggregation Framework for Text-Attributed Heterogeneous Graphs Representation,heterogeneous,10.1109/tkde.2026.3683100,https://doi.org/10.1109/tkde.2026.3683100
1,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Controllable Exploration-Exploitation in User-Item Interactions Toward Long-Term Recommendation Gains: A Pane-Aware Graph Transformer Architecture,recommend,10.1109/tkde.2026.3689197,https://doi.org/10.1109/tkde.2026.3689197
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,A Neural-Network-Assisted Approach to Recursive State Estimation for Energy Harvesting Complex Networks With Unknown Nonlinearities,app,10.1109/tnnls.2026.3669864,https://doi.org/10.1109/tnnls.2026.3669864
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Accelerated Reinforcement Learning With Verifiable Excitation for Cubic Convergence,reinforcement learning,10.1109/tnnls.2026.3674477,https://doi.org/10.1109/tnnls.2026.3674477
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Robust Image-Based Visual Servoing Formation Control for Quadrotors Without Communication via Reinforcement Learning,reinforcement learning,10.1109/tnnls.2026.3665724,https://doi.org/10.1109/tnnls.2026.3665724
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Multistage PCA Whitening: A Robust Method to Dimensionality Reduction in Image Retrieval,retrieval,10.1109/tnnls.2026.3669538,https://doi.org/10.1109/tnnls.2026.3669538
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Robust Reinforcement Learning via Leveraging Historically Optimal Policy With Regulation of Performance,reinforcement learning,10.1109/tnnls.2026.3670947,https://doi.org/10.1109/tnnls.2026.3670947
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Fractional-Order Dynamics Learning and Control via Data-Driven Approaches: Taking Soft Manipulator as an Example,app,10.1109/tnnls.2026.3665811,https://doi.org/10.1109/tnnls.2026.3665811
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,A Multiobjective Evolutionary Algorithm Based on Bipopulation With Uniform Sampling for Neural Architecture Search,search,10.1109/tnnls.2026.3659508,https://doi.org/10.1109/tnnls.2026.3659508
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Hybrid Convolution Reparameterization for Efficient Deep Learning-Based Nonprecipitation Echo Recognition and Removal,deep learning,10.1109/tnnls.2026.3675666,https://doi.org/10.1109/tnnls.2026.3675666
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,PerC-SimAM-BLSTM: Position Perception Circular Convolution With Simple Attention Mechanism Based on BLSTM for Bundle Branch Block Detection,bundle,10.1109/tnnls.2026.3665367,https://doi.org/10.1109/tnnls.2026.3665367
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Hybrid Action-Based Reinforcement Learning for Multiobjective Compatible Autonomous Driving,reinforcement learning,10.1109/tnnls.2026.3674573,https://doi.org/10.1109/tnnls.2026.3674573
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Redundancy Removal and Knowledge Alignment-Based Personalized Federated Learning for Online Condition Monitoring,personaliz,10.1109/tnnls.2026.3663653,https://doi.org/10.1109/tnnls.2026.3663653
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Seeing What Few-Shot Learners See: Contrastive Cross-Class Attribution for Explainability,attribution,10.1109/tnnls.2026.3672242,https://doi.org/10.1109/tnnls.2026.3672242
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Enhancing Stability of Probabilistic Model-Based Reinforcement Learning by Adaptive Noise Filtering,reinforcement learning,10.1109/tnnls.2026.3672453,https://doi.org/10.1109/tnnls.2026.3672453
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,CIRCUS: A Causal Intervention-Based Framework for Enhancing Counterfactual Fairness in Trained Classifiers,causal,10.1109/tnnls.2026.3670269,https://doi.org/10.1109/tnnls.2026.3670269
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Gauss--Newton Temporal Difference Learning With Nonlinear Function Approximation,app,10.1109/tnnls.2026.3661291,https://doi.org/10.1109/tnnls.2026.3661291
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Neural-Adaptive Finite-Time Consensus Tracking of Singular Multiagent Systems With Actuator Attack,agent,10.1109/tnnls.2026.3659079,https://doi.org/10.1109/tnnls.2026.3659079
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Rethinking Spectral Graph Neural Networks With Spatially Adaptive Filtering,graph neural,10.1109/tnnls.2026.3673098,https://doi.org/10.1109/tnnls.2026.3673098
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-9,Toward Robust End-to-End Delay Prediction: A GNN Approach With Routing-Aware Attention and Masked Subgraph Sampling,app,10.1109/tnnls.2026.3670186,https://doi.org/10.1109/tnnls.2026.3670186
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,ATTE: An Innovative Ensemble Learning Method With Age-Group-Guided Fine-Tuning for Improving Personalized Blood Pressure Estimation,personaliz,10.1109/tnnls.2026.3655736,https://doi.org/10.1109/tnnls.2026.3655736
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,An Adaptive Environment Generator for Effective Decision Region Enlargement in Deep Reinforcement Learning,reinforcement learning,10.1109/tnnls.2026.3655179,https://doi.org/10.1109/tnnls.2026.3655179
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,Discovering Causality Representations in Graph Convolutional Network for Automated Assessment of Parkinsonian Hand Postural Tremor,causal,10.1109/tnnls.2026.3651326,https://doi.org/10.1109/tnnls.2026.3651326
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,A Survey on Learning Motion Planning and Control for Mobile Robots: Toward Embodied Intelligence,mobile,10.1109/tnnls.2026.3656889,https://doi.org/10.1109/tnnls.2026.3656889
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,"Next-Gen Digital Predistortion From Hardware Acceleration of Neural Networks: Trends, Challenges, and Future",digital,10.1109/tnnls.2026.3656642,https://doi.org/10.1109/tnnls.2026.3656642
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,Causal Graph Spatial--Temporal Autoencoder for Reliable and Interpretable Process Monitoring,causal,10.1109/tnnls.2026.3656591,https://doi.org/10.1109/tnnls.2026.3656591
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-8,Heuristic Knowledge-Driven Spatio-Temporal Forecasting via Multigraph,forecast,10.1109/tnnls.2026.3656372,https://doi.org/10.1109/tnnls.2026.3656372
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-7,Diffusion-Augmented Graph Contrastive Learning for Knowledge-Aware Recommendation,recommend,10.1109/tnnls.2025.3646605,https://doi.org/10.1109/tnnls.2025.3646605
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-7,Large Language Models Are Multitask Chain-of-Thought Prompting Optimizers,large language model,10.1109/tnnls.2025.3644134,https://doi.org/10.1109/tnnls.2025.3644134
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-7,A High-Accuracy Probabilistic-Based Sigmoid Approximator Incorporating Memory-Saving and Time-Efficient Strategies,app,10.1109/tnnls.2025.3646023,https://doi.org/10.1109/tnnls.2025.3646023
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-7,IEGSCL: Interaction-Enhanced Graph Neural Sequence Contrastive Learning for Microscopic Diffusion Prediction,graph neural,10.1109/tnnls.2025.3650184,https://doi.org/10.1109/tnnls.2025.3650184
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-7,A New Neural Network PI-Funnel Distributed Control for Cooperative Manipulator With Global Prescribed Performance,funnel,10.1109/tnnls.2025.3648714,https://doi.org/10.1109/tnnls.2025.3648714
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-7,Accurate and Robust Neural Architecture Search via a Flexible Supernet,search,10.1109/tnnls.2025.3649055,https://doi.org/10.1109/tnnls.2025.3649055
1,IEEE TNNLS,CCF-B 期刊,信息系统/电商,2026-7,Multiphase and Multitask Prompt Tuning for LLM-Based Context-Aware Machine Translation,llm,10.1109/tnnls.2025.3646848,https://doi.org/10.1109/tnnls.2025.3646848
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,Emotion-based song recommendation for mothers with postpartum depression,recommend,10.1016/j.ipm.2026.104755,https://doi.org/10.1016/j.ipm.2026.104755
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,Fair client selection for multi-task federated learning in mobile edge networks,mobile,10.1016/j.ipm.2026.104748,https://doi.org/10.1016/j.ipm.2026.104748
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,From graphs to tokens: Substructure-aware molecular representation for large language models,large language model,10.1016/j.ipm.2026.104771,https://doi.org/10.1016/j.ipm.2026.104771
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,AI-driven remanufacturing supply chains: Greening and intelligence diffusion,supply chain,10.1016/j.ipm.2026.104763,https://doi.org/10.1016/j.ipm.2026.104763
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,Dynamic emergency resource allocation via graph attention networks and hierarchical reinforcement learning,reinforcement learning,10.1016/j.ipm.2026.104777,https://doi.org/10.1016/j.ipm.2026.104777
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,DataFactory: Collaborative multi-agent framework for advanced table question answering,agent,10.1016/j.ipm.2026.104723,https://doi.org/10.1016/j.ipm.2026.104723
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,Measuring stance dynamics in political debate using temporal graph neural networks,graph neural,10.1016/j.ipm.2026.104705,https://doi.org/10.1016/j.ipm.2026.104705
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,S2CR: A self-supervised self-consistency reasoning framework coupled to retrieval-augmented generation,retrieval,10.1016/j.ipm.2026.104701,https://doi.org/10.1016/j.ipm.2026.104701
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,"AI ethics education: A scoping review of pedagogy, curriculum, and assessment",review,10.1016/j.ipm.2026.104767,https://doi.org/10.1016/j.ipm.2026.104767
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,Network infrastructure construction and digital innovation resilience: Evidence from Broadband China policy,digital,10.1016/j.ipm.2026.104758,https://doi.org/10.1016/j.ipm.2026.104758
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,MLAFormer: Multi-scale transformer with local convolutional auto-correlation and pre-training for time series forecasting,forecast,10.1016/j.ipm.2026.104741,https://doi.org/10.1016/j.ipm.2026.104741
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,Empowering open-domain LLMs for legal document correction via legal knowledge integration and decoding constraints,llm,10.1016/j.ipm.2026.104703,https://doi.org/10.1016/j.ipm.2026.104703
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,Fuzzy neighborhood rough set-based attribute reduction over temporal information systems with application to clinical efficacy evaluation,app,10.1016/j.ipm.2026.104730,https://doi.org/10.1016/j.ipm.2026.104730
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,DCFRec: Sequential recommendation via diffusion denoising and context-aware frequency-domain analysis,recommend,10.1016/j.ipm.2026.104752,https://doi.org/10.1016/j.ipm.2026.104752
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,Learning to rank critical road segments via heterogeneous graphs with origin-destination flow integration,heterogeneous,10.1016/j.ipm.2026.104702,https://doi.org/10.1016/j.ipm.2026.104702
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,Integrating managerial and investor textual data for financial distress prediction: A framework combining multi-source financial information fusion network with LLM,llm,10.1016/j.ipm.2026.104750,https://doi.org/10.1016/j.ipm.2026.104750
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,Uncovering the formation dynamics of technology convergence: A multi-dimensional BTERGM approach integrating static and temporal mechanisms,app,10.1016/j.ipm.2026.104699,https://doi.org/10.1016/j.ipm.2026.104699
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,SCGRN: Spatiotemporal causal graph reasoning network for regional economic development modeling,causal,10.1016/j.ipm.2026.104761,https://doi.org/10.1016/j.ipm.2026.104761
